              |Accel. |Pressure|          |Part- |          |  Mean   |
   Altitude   |due to | scale  | Number   | icle |Collision |  free   |Molecular
              |gravity| height | density  |speed |frequency |  path   | weight
-------+------+-------+--------+----------+------+----------+---------+---------
   Z   |   H  |   g   |  H_P   |    n     |  V   |    nu    |    L    |    M
  (m)  |  (m) |(m/s^2)|  (m)   | (1/m^3)  |(m/s) |   (1/s)  |   (m)   |(kg/kmol)
-------+------+-------+--------+----------+------+----------+---------+---------
 113500 111509  9.4656    9228  1.2052e+18  471.6 3.3643e+02 1.4018e+0  26.844
 114000 111992  9.4642    9445  1.1185e+18  477.1 3.1586e+02 1.5105e+0  26.788
 114500 112474  9.4627    9663  1.0397e+18  482.5 2.9697e+02 1.6249e+0  26.733

 115000 112957  9.4612    9882  9.6808e+17  487.9 2.7959e+02 1.7452e+0  26.679
 115500 113439  9.4598   10101  9.0272e+17  493.3 2.6356e+02 1.8715e+0  26.627
 116000 113921  9.4583   10320  8.4300e+17  498.6 2.4877e+02 2.0041e+0  26.576
 116500 114403  9.4568   10540  7.8834e+17  503.8 2.3509e+02 2.1431e+0  26.526
 117000 114885  9.4554   10760  7.3822e+17  509.0 2.2241e+02 2.2886e+0  26.477
 117500 115368  9.4539   10981  6.9219e+17  514.2 2.1065e+02 2.4408e+0  26.429
 118000 115849  9.4525   11202  6.4983e+17  519.3 1.9973e+02 2.5999e+0  26.383
 118500 116331  9.4510   11424  6.1080e+17  524.3 1.8957e+02 2.7660e+0  26.337
 119000 116813  9.4495   11646  5.7479e+17  529.4 1.8010e+02 2.9393e+0  26.292
 119500 117295  9.4481   11869  5.4150e+17  534.4 1.7127e+02 3.1200e+0  26.248

 120000 117777  9.4466   12092  5.1069e+17  539.3 1.6303e+02 3.3082e+0  26.204
 120500 118258  9.4452   12314  4.8218e+17  544.2 1.5532e+02 3.5038e+0  26.162
 121000 118740  9.4437   12535  4.5578e+17  549.0 1.4812e+02 3.7067e+0  26.120
 121500 119221  9.4423   12755  4.3131e+17  553.8 1.4138e+02 3.9171e+0  26.078
 122000 119703  9.4408   12973  4.0858e+17  558.5 1.3506e+02 4.1349e+0  26.037
 122500 120184  9.4393   13190  3.8745e+17  563.1 1.2913e+02 4.3605e+0  25.997
